temperature,humidity,ph,rainfall,crop,yields,area,state,pressure,cost of_production 
27.0956288,42.26206161,8.340398059,71.1271039,mothbeans,2100,3500,COIMBATORE,1030.7,2181.46
28.56800579,57.30636014,8.66077954,64.53027638,mothbeans,700,1300,COIMBATORE,1032,1907.3
28.79929247,49.84213387,3.558822825,40.85534718,mothbeans,,100,COIMBATORE,1028.3,3679.54
27.94293692,45.41393636,5.9565851,69.66289997,mothbeans,12500,26700,COIMBATORE,1022.1,2784.8
30.47757686,61.58245338,9.416003106,61.86633917,mothbeans,2700,3300,COIMBATORE,1010.4,2548.47
30.58139475,50.77148138,8.18422855,64.58559639,mothbeans,2600,2400,COIMBATORE,1018,2012.76
26.85911286,41.81420849,5.131779302,44.13827124,mothbeans,100,100,COIMBATORE,1019.6,2518.99
26.31051759,61.18749126,6.294130313,35.73403813,mothbeans,400,300,COIMBATORE,1026.7,2188.26
28.77833449,44.2252605,7.991902443,33.95825723,mothbeans,88300,27000,COIMBATORE,1033.8,2136.35
28.90245417,43.35365671,8.923095695,71.90018566,mothbeans,1300,600,COIMBATORE,1035.2,1700.66
29.37687468,57.69622912,6.878498176,38.34303462,mothbeans,2000,1200,COIMBATORE,1032.9,1560.94
24.17093241,58.25204566,5.243634849,59.18953429,mothbeans,7700,100,COIMBATORE,1024.7,1891.68
26.65333029,59.79023382,7.550090941,36.91852635,mothbeans,100,100,COIMBATORE,1018.6,2286.68
28.19912143,53.50567601,8.709291688,52.13580529,mothbeans,12700,1900,COIMBATORE,1020.5,1568.04
28.76488954,52.62741529,7.792508068,55.21606732,mothbeans,100,200,COIMBATORE,1021.8,3493.01
29.3499706,61.25353851,8.055908858,40.82840673,mothbeans,58900,2000,COIMBATORE,1020.3,2563.91
28.00937423,52.60950014,4.397698806,36.01203025,mothbeans,9000,100,COIMBATORE,1019.4,2367
26.85851927,48.8246387,5.952384957,34.7426459,mothbeans,800,900,COIMBATORE,1019.6,1927.92
31.2123945,40.92604945,8.532078733,53.78769958,mothbeans,35300,22300,COIMBATORE,1024.3,3216.35
24.20422636,61.43378674,7.224193642,46.0203959,mothbeans,3200,1800,COIMBATORE,1024,413.43
29.98835437,49.60384796,4.931890506,52.92929636,mothbeans,890100,194300,COIMBATORE,1029.8,590.69
29.93964907,54.61813464,4.626212446,45.43669946,mothbeans,113400,276700,COIMBATORE,1029,667.77
31.2119298,41.55934359,5.026003659,68.80141783,mothbeans,600,1900,COIMBATORE,1022.8,1396.36
26.80474415,48.23991436,3.5253661,43.87801983,mothbeans,1300,3800,COIMBATORE,1019.2,849.58
31.49398069,62.84916863,8.86979671,64.56807592,mothbeans,200,600,COIMBATORE,1025.1,2623.14
30.99694676,46.42693735,9.406887533,38.31597852,mothbeans,9900,30300,COIMBATORE,1026.6,2077.67
29.61253065,63.04749127,5.80428611,50.1978269,mothbeans,1400,3100,COIMBATORE,1027.1,5786.48
29.97604322,57.03184356,8.35495812,44.86052932,mothbeans,5200,4200,COIMBATORE,1019.5,2237.97
30.88883074,52.62696801,8.634929739,55.51932414,mothbeans,400,300,COIMBATORE,1019.6,2270.24
30.39321309,60.16299493,7.699200949,35.37493212,mothbeans,92700,27800,COIMBATORE,1021,741.62
30.43683729,55.20522037,5.261285926,30.92014047,mothbeans,4700,2000,COIMBATORE,1008.9,724.04
25.32688786,63.18180319,9.112771682,32.71129281,mothbeans,3600,2100,COIMBATORE,1008.7,740.25
30.53684308,59.96664731,4.605700542,33.48919022,mothbeans,200,200,COIMBATORE,1022,678.86
30.38257873,40.5926071,7.115994051,47.95406479,mothbeans,8200,1300,COIMBATORE,1026.3,798.9
24.01825377,53.76623369,7.214078621,35.03404425,mothbeans,22400,1000,COIMBATORE,1025.9,1288.6
28.69841277,61.14754363,9.93509073,65.67591794,mothbeans,14000,200,COIMBATORE,1018.7,1350.29
29.33743412,49.00323081,8.914074888,42.44054315,mothbeans,800,700,COIMBATORE,1017.8,1604.56
27.96583691,61.34900107,8.639586199,70.10472076,mothbeans,25500,15600,COIMBATORE,1024,1619.4
24.86803974,48.27531965,8.621514073,63.9187654,mothbeans,1300,700,COIMBATORE,1027.1,1260.12
25.87682261,45.96341933,5.838508699,38.53254678,mothbeans,891700,235600,COIMBATORE,1030.7,102.64
31.01963639,49.9767522,3.532008668,32.81296548,mothbeans,427700,241100,COIMBATORE,1032,95.53
27.43329405,87.80507732,7.18530147,54.73367631,mungbean,1200,900,COIMBATORE,1028.9,128.72
28.3340432,80.77275974,7.034214276,38.7976407,mungbean,2100,3800,COIMBATORE,1029.1,116.56
27.01470397,84.34262707,6.635968698,55.296354,mungbean,200,300,COIMBATORE,1034.1,94.79
28.17432665,81.04554836,6.828187499,36.35720652,mungbean,200,300,COIMBATORE,1031.5,819.25
29.87888063,87.32761241,6.89077995,44.75215854,mungbean,9400,19300,COIMBATORE,1022.3,690.58
29.89232778,89.71503316,7.165121109,42.99498978,mungbean,1800,2800,COIMBATORE,1014.9,691.58
28.56212158,83.24855855,6.935804256,56.48265193,mungbean,12200,9400,COIMBATORE,1013.5,692.58
27.53592929,85.5701901,7.196774236,53.01899249,mungbean,400,200,COIMBATORE,1015.6,1951.55
29.68361658,87.93598094,6.990095452,41.82490236,mungbean,181700,46700,COIMBATORE,1014.6,2182.46
28.14448546,82.1193047,7.064782138,46.75690086,mungbean,2500,1100,COIMBATORE,1018.7,1908.3
29.53037621,86.73346018,7.156563094,59.87232071,mungbean,3600,2100,COIMBATORE,1020.1,3680.54
27.88352946,86.45147631,6.364967184,44.64407105,mungbean,100,100,COIMBATORE,1017,2785.8
28.22471276,82.35916228,6.428054409,44.01206619,mungbean,25700,4300,COIMBATORE,1018.3,2549.47
29.008124,84.96089355,6.664187809,45.91011391,mungbean,211700,7100,COIMBATORE,1022.8,2013.76
29.75538903,86.45193297,6.637677489,37.54602719,mungbean,24000,300,COIMBATORE,1023.3,2519.99
29.78416743,85.16906976,6.79385576,40.77872823,mungbean,600,600,COIMBATORE,1018.8,2189.26
27.8640132,80.4513142,6.852884643,42.83053902,mungbean,23200,13400,COIMBATORE,1019,2137.35
27.11026483,84.96771717,7.121571293,51.52617423,mungbean,2300,1200,COIMBATORE,1008.7,1701.66
27.11030369,83.64274107,6.883308033,49.11964582,mungbean,760800,227100,COIMBATORE,1000.1,1561.94
28.95451232,89.07866095,6.421271178,57.65901369,mungbean,115400,248100,COIMBATORE,1008,1892.68
29.21780035,87.93724219,6.54450214,43.1386631,mungbean,900,600,COIMBATORE,1013.5,1951.55
28.7420098,85.81675947,6.452006451,48.54598575,mungbean,1600,3800,COIMBATORE,1006.9,2182.46
29.65021184,80.29868321,6.489259136,56.76278363,mungbean,100,100,COIMBATORE,1004.4,1908.3
27.23924995,86.404241,6.713410626,37.31236904,mungbean,600,1100,COIMBATORE,1013.8,3680.54
28.95172351,81.67085323,6.510840928,56.51103293,mungbean,7900,18600,COIMBATORE,1020.4,2785.8
28.18837136,82.60629652,6.287380117,37.01110438,mungbean,2000,3400,COIMBATORE,1006.3,2549.47
28.30041493,86.20681554,6.86308576,50.47333854,mungbean,12300,8200,COIMBATORE,1007.8,2013.76
27.89636126,88.71782287,6.78415271,57.79863368,mungbean,115100,4200,COIMBATORE,1014.8,2519.99
28.6899851,87.50436797,6.769415888,44.56598352,mungbean,100,100,COIMBATORE,1017.8,2189.26
27.8262623,88.73100226,6.320768488,56.68833819,mungbean,112000,39300,COIMBATORE,1020.5,2137.35
28.70562673,81.59200689,6.705008504,59.87065439,mungbean,3400,1400,COIMBATORE,1012.6,1701.66
28.6362812,84.61431076,6.790736339,48.48319335,mungbean,7800,4200,COIMBATORE,1010.3,1561.94
28.28511547,88.4393979,7.130278657,48.56690235,mungbean,100,100,COIMBATORE,1005.5,1892.68
27.60887393,86.13316408,7.012740397,43.80041104,mungbean,13200,2600,COIMBATORE,1001,2287.68
28.60901145,86.99495766,7.155685016,36.94616965,mungbean,8000,100,COIMBATORE,1012.2,1569.04
29.24598976,84.80084105,6.991242362,53.43228915,mungbean,500,600,COIMBATORE,1024,3494.01
28.62911222,89.1148059,6.218923893,50.49913241,mungbean,6800,9100,COIMBATORE,1027.2,2564.91
29.57329479,88.07505524,7.199495368,45.04467075,mungbean,1600,800,COIMBATORE,1025.2,2368
27.82684262,87.16679147,6.389882166,58.37249772,mungbean,685600,245500,COIMBATORE,1020.4,1928.92
29.8757015,83.14796296,6.623438282,40.12044158,mungbean,38800,234500,COIMBATORE,1014.9,3217.35
27.33684386,88.50229102,7.033012777,51.09802625,mungbean,3000,3000,COIMBATORE,1016,414.43
29.83040388,89.30428305,6.32400451,58.86687093,mungbean,1200,1200,COIMBATORE,1017.5,591.69
28.2753171,82.76020821,6.397636709,56.04995423,mungbean,1400,3600,COIMBATORE,999,668.77
29.86860065,85.99127934,6.401455706,58.41394143,mungbean,600,1000,COIMBATORE,1013.8,1397.36
29.5888162,89.9939693,6.904587016,54.96121262,mungbean,4000,16300,COIMBATORE,1018.7,850.58
28.07219563,82.9116472,6.478557136,49.61865305,mungbean,1500,2500,COIMBATORE,1024.3,2624.14
27.84026517,89.99615558,7.063022095,52.84626009,mungbean,2100,1800,COIMBATORE,1022.6,2078.67
27.10818093,87.4512669,6.981758362,55.03723979,mungbean,300,300,COIMBATORE,1009.7,5787.48
27.68515114,81.94268594,6.227134139,54.62243308,mungbean,52100,1900,COIMBATORE,1006,2238.97
29.34594634,85.60472562,6.232836962,59.03629954,mungbean,100,100,COIMBATORE,1019.2,2271.24
28.36319404,84.8593608,7.140437859,52.93031105,mungbean,100,100,COIMBATORE,1017.5,742.62
27.65280218,89.80650642,6.459252023,56.52558045,mungbean,27300,9100,COIMBATORE,1014.8,725.04
27.31372793,85.44815232,6.568795404,53.15223123,mungbean,800,400,COIMBATORE,1010.3,741.25
27.06909959,86.89934108,7.12851089,50.46746116,mungbean,2900,1500,COIMBATORE,1015.6,679.86
28.06642822,85.91625451,6.42937879,39.23831035,mungbean,100,100,COIMBATORE,1017,799.9
27.73329078,81.13903037,6.248900919,44.17580911,mungbean,6000,1100,COIMBATORE,1021.9,1289.6
27.53632932,89.92908171,6.619891498,45.48591922,mungbean,6000,100,COIMBATORE,1018.8,1351.29
29.66461594,84.28187572,6.377568542,56.09542002,mungbean,700,700,COIMBATORE,1020.8,1605.56
29.9145443,85.85384444,6.415459592,41.39081525,mungbean,16200,9300,COIMBATORE,1023.3,1620.4
28.36363858,87.59810657,6.320662012,57.99524359,mungbean,2200,1100,COIMBATORE,1022.6,1261.12
29.46416042,87.60890009,6.978400282,43.15411472,mungbean,1142600,269400,COIMBATORE,1021.7,103.64
29.73013036,82.89166381,6.442335593,50.91511275,mungbean,375400,217000,COIMBATORE,1021.9,96.53
27.46852989,87.17649,7.184398832,43.78420984,mungbean,1300,1200,COIMBATORE,1020.7,129.72
27.77076285,87.09979549,6.402926221,49.50812624,mungbean,2600,1600,COIMBATORE,1015.1,117.56
29.12939524,88.48312598,7.085982325,36.45012824,mungbean,1400,3100,COIMBATORE,1017.3,95.79
27.10606808,89.89593328,6.698574085,37.45680611,mungbean,700,1400,COIMBATORE,1011.2,820.25
28.88078945,86.94206817,6.594739424,53.79732545,mungbean,400,1100,COIMBATORE,1015.1,691.58
28.14720892,83.8001509,6.647965508,37.44800463,mungbean,6800,15600,COIMBATORE,1020.5,692.58
29.89129144,80.14487166,7.120032489,54.7960127,mungbean,2000,1200,COIMBATORE,1023.7,693.58
27.41503453,80.98004661,6.91380932,40.53173216,mungbean,1400,2300,COIMBATORE,1024.6,1952.55
29.27308605,89.4875022,7.073048264,50.9246554,mungbean,3500,2400,COIMBATORE,1025.1,2183.46
29.65296893,88.48587386,6.5304707,56.01913159,mungbean,1500,800,COIMBATORE,1025,1909.3
28.44524991,82.67639542,6.684381357,58.18713162,mungbean,500,400,CUDDALORE,1020.4,3681.54
27.96235681,83.97586797,6.581351374,48.9366954,mungbean,300,200,CUDDALORE,1019.5,2786.8
29.25649321,81.97952224,6.86483915,42.02483277,mungbean,208200,55000,CUDDALORE,1014.4,2550.47
28.36291385,88.00989267,6.487124217,43.05130077,mungbean,3100,1300,CUDDALORE,1020.7,2014.76
27.62749466,86.49366929,6.605733068,39.26137642,mungbean,7100,4000,CUDDALORE,1023,2520.99
28.66086349,86.12194568,6.860602782,50.01534317,mungbean,1200,2300,CUDDALORE,1023.6,2190.26
29.2114218,87.11497805,6.41874299,51.53848218,mungbean,2200,4400,CUDDALORE,1028.1,2138.35
29.40889385,86.16063492,6.365513634,53.35486977,mungbean,100,100,CUDDALORE,1027.2,1702.66
28.02952623,84.8845732,6.556372966,36.12042927,mungbean,12600,2200,CUDDALORE,1023.9,1562.94
28.08657178,80.35005927,6.760694228,38.14476781,mungbean,161600,5900,CUDDALORE,1013.7,1893.68
29.16174608,80.28038146,6.715276663,40.16545979,mungbean,7000,100,CUDDALORE,1010.3,1952.55
29.8596912,80.03499648,6.666380512,50.66487502,mungbean,900,900,CUDDALORE,982.9,2183.46
29.06631494,83.6869203,6.626629798,43.95183726,mungbean,6600,5600,CUDDALORE,1008.3,1909.3
27.38538997,88.66663953,6.702772465,58.29933073,mungbean,4100,2000,CUDDALORE,1016.3,3681.54
27.93034941,85.42058715,7.011030515,43.25095608,mungbean,1009900,388900,CUDDALORE,1019.4,2786.8
29.2808618,81.8009244,6.890156495,44.47427436,mungbean,25000,105900,CUDDALORE,1024.8,2550.47
28.9973145,83.78911515,6.821747052,59.84499208,mungbean,1000,2200,CUDDALORE,1025,2014.76
27.92678579,86.5543196,7.183189922,43.4826194,mungbean,2500,8200,CUDDALORE,1020.8,2520.99
28.5474135,88.9570454,6.27258822,49.4897245,mungbean,1300,1600,CUDDALORE,1016.9,2190.26
29.36488409,89.1886954,6.679127482,48.30159325,mungbean,3800,2600,CUDDALORE,1016.8,2138.35
28.56149805,83.63802195,6.689825155,41.013132,mungbean,123400,4200,CUDDALORE,1018.7,1702.66
28.43683487,87.91332682,6.583381939,43.12063289,mungbean,600,500,CUDDALORE,1018.5,1562.94
28.79728147,80.45744422,6.725551062,44.30070517,mungbean,116100,32300,CUDDALORE,1015.6,1893.68
28.7275267,89.12760359,7.069747814,58.52974279,mungbean,5900,2300,CUDDALORE,1015.4,2288.68
27.95639663,83.52706038,6.921993878,43.25726752,mungbean,19200,10000,CUDDALORE,1016.4,1570.04
28.17458662,83.69659318,6.770955317,37.2464655,mungbean,1200,2200,CUDDALORE,1012.6,3495.01
28.77653519,86.69133979,6.983130466,56.12443206,mungbean,2500,5700,CUDDALORE,1008.4,2565.91
28.438097,83.48991368,6.267684328,52.55469976,mungbean,100,100,CUDDALORE,1012,2369
29.48439992,63.19915325,7.454532137,71.89090748,blackgram,12800,2100,CUDDALORE,1013.8,1929.92
26.73433965,68.13999721,7.040056094,67.15096376,blackgram,800,800,CUDDALORE,1014.7,3218.35
26.27274407,62.28814857,7.418650668,70.23207557,blackgram,1400,4300,CUDDALORE,1018.2,415.43
34.03679184,67.21113844,6.501869314,73.23573601,blackgram,6100,3100,CUDDALORE,1019,592.69
28.03644051,65.06601664,6.814410928,72.49507741,blackgram,242700,289300,CUDDALORE,1019.6,669.77
28.81460716,65.33538112,7.581442888,62.26242533,blackgram,7200,84400,CUDDALORE,1018.6,1398.36
34.03619494,64.28791388,7.741418772,66.85510868,blackgram,600,300,CUDDALORE,1013.8,851.58
33.8642935,61.57072498,6.573531614,68.02199825,blackgram,1000,2200,CUDDALORE,1014.7,2625.14
32.84213012,68.68401492,7.543804223,73.67166182,blackgram,100,300,CUDDALORE,1021.4,2079.67
27.10053268,63.36085585,6.5408208,73.84949872,blackgram,900,7400,CUDDALORE,1015,5788.48
25.65842532,61.18235808,7.22405917,69.28607828,blackgram,600,1700,CUDDALORE,1010,2239.97
32.34744009,66.61452812,7.551364319,64.55882254,blackgram,2000,2300,CUDDALORE,1008.7,2272.24
29.58949031,68.32176769,6.928898659,67.53021213,blackgram,21000,900,CUDDALORE,1011,743.62
30.91219459,68.79427388,7.747775263,66.63830637,blackgram,300,100,CUDDALORE,1013.2,726.04
28.12787838,64.2097765,6.706505915,70.86340755,blackgram,15400,5400,CUDDALORE,1011.7,742.25
30.08545364,69.34811988,6.668238556,67.1367443,blackgram,500,200,CUDDALORE,1013.8,680.86
31.74379487,62.51007687,7.332375138,68.97097538,blackgram,1800,800,CUDDALORE,1014.5,800.9
27.81326852,62.50460464,7.596802025,69.75555541,blackgram,100,100,CUDDALORE,1013.5,1290.6
32.88733849,64.59457409,7.70650895,71.50569456,blackgram,15000,300,CUDDALORE,1019.8,1352.29
29.36358721,64.98742947,7.366542647,61.91208707,blackgram,3400,700,CUDDALORE,1022.1,1606.56
27.82592799,67.5861883,6.919243702,74.01229707,blackgram,900,1100,CUDDALORE,1019.1,1621.4
28.49538735,60.44848407,7.187721818,74.91559514,blackgram,32200,29700,CUDDALORE,1019.5,1262.12
27.74274761,68.53997144,7.075886472,71.78615328,blackgram,3000,1600,CUDDALORE,1020.5,104.64
30.41588462,67.66323804,6.74441168,63.02473185,blackgram,3900,1200,CUDDALORE,1018.8,97.53
27.3254209,69.09047809,6.726469088,61.19250859,blackgram,200,300,CUDDALORE,1017,130.72
30.28496619,61.69295127,6.628264883,65.62859526,blackgram,,100,CUDDALORE,1015.5,118.56
28.56840626,61.53278622,7.127064207,63.49726331,blackgram,142700,71900,CUDDALORE,1008.5,96.79
25.36586097,66.6379724,7.538631462,65.81655892,blackgram,800,1300,CUDDALORE,1007.9,821.25
34.9466155,65.26774011,7.162357641,70.1415139,blackgram,1900,4100,CUDDALORE,1012.7,692.58
25.09737391,67.72837887,6.859409487,74.61649888,blackgram,3800,2600,CUDDALORE,1014.3,693.58
32.47648301,64.34848735,7.397190844,65.820457,blackgram,89800,42200,CUDDALORE,1013.3,694.58
33.86351172,68.59232289,6.880245789,69.24464096,blackgram,67100,28500,CUDDALORE,1013.3,1953.55
25.19857725,60.37332688,6.581313137,70.88787207,blackgram,600,400,CUDDALORE,1011.3,2184.46
31.77681682,69.01852894,7.296972161,61.46892873,blackgram,4200,1200,CUDDALORE,1009.3,1910.3
34.89814946,63.59948557,6.97297656,64.72797143,blackgram,746900,10300,CUDDALORE,1008.2,3682.54
31.74105409,68.63525428,7.241148507,62.3061735,blackgram,900,900,CUDDALORE,1008.9,2787.8
27.16159076,66.76017239,6.92009048,69.85112265,blackgram,1900,200,CUDDALORE,1008.8,2551.47
26.23773129,67.88521396,7.504608385,73.58663968,blackgram,3400,100,CUDDALORE,1005,2015.76
30.20157245,60.06534859,7.152272256,66.37171179,blackgram,79700,3500,CUDDALORE,1007.2,2521.99
31.55846339,67.83563765,7.137004749,74.86960831,blackgram,1300,1400,CUDDALORE,1008.7,2191.26
29.67892453,69.0854554,6.808041722,65.66436565,blackgram,32200,28900,CUDDALORE,1004.5,2139.35
27.05365239,67.7017527,7.393631868,60.4693835,blackgram,4600,2700,CUDDALORE,1006.3,1703.66
34.63880966,61.38597868,7.69950698,72.43169115,blackgram,15400,3800,CUDDALORE,1012.5,1563.94
33.39438752,62.93692886,6.602888249,63.57445989,blackgram,100,300,CUDDALORE,1010.4,1894.68
28.84079155,63.37230676,6.734447425,70.25496749,blackgram,175100,80400,CUDDALORE,1003.6,1953.55
31.49338309,63.0563645,6.521217963,71.48327008,blackgram,400,1400,CUDDALORE,1003.8,2184.46
25.54960633,63.95425534,7.707332484,63.1830529,blackgram,,100,CUDDALORE,1002.1,1910.3
34.37329112,69.69366426,6.596719015,70.27184748,blackgram,1700,2500,CUDDALORE,1002.8,3682.54
34.6008247,63.11296779,7.403623355,60.41790253,blackgram,,100,CUDDALORE,994.3,2787.8
29.43463808,64.94329356,7.517097,72.17818157,blackgram,4700,3400,CUDDALORE,1004.3,2551.47
29.10713092,67.90577375,7.17620823,67.83345933,blackgram,91600,48600,CUDDALORE,1011.5,2015.76
28.57006111,65.71765781,6.593961761,70.0866434,blackgram,55600,25100,CUDDALORE,1015.7,2521.99
27.54384835,69.3478631,7.143942758,69.40878198,blackgram,400,300,CUDDALORE,1017.4,2191.26
33.04687968,68.93875631,6.690655045,62.30278274,blackgram,1400,500,CUDDALORE,1018.2,2139.35
33.95309131,69.96100028,7.423530351,61.16350463,blackgram,590500,11200,CUDDALORE,1009.9,1703.66
30.11873003,60.11680815,6.578714843,71.72980375,blackgram,1700,1400,CUDDALORE,1000.5,1563.94
29.57812712,66.17587668,7.497469256,69.43895491,blackgram,2400,500,CUDDALORE,1007.1,1894.68
27.26458947,68.01232937,7.775306272,68.91754359,blackgram,4700,200,CUDDALORE,1014.2,2289.68
31.35730791,64.24992106,7.322555223,63.85668948,blackgram,68000,3300,CUDDALORE,1012.8,1571.04
31.52104732,66.55723677,7.580527339,61.71111448,blackgram,44900,21800,CUDDALORE,1013.3,3496.01
29.39982732,64.25510719,7.108450121,67.47677295,blackgram,1100,1100,CUDDALORE,1010.7,2566.91
29.38400259,64.14928485,7.358974541,65.24194361,blackgram,28300,28500,CUDDALORE,1009.2,2370
28.38686534,61.88871127,7.405176138,74.24459122,blackgram,5300,2700,CUDDALORE,1009.5,1930.92
28.47442276,63.53604453,6.500144962,69.5274407,blackgram,12800,3400,CUDDALORE,1009.3,3219.35
30.64095781,61.14508627,7.167435834,71.36947525,blackgram,100,200,CUDDALORE,1007.8,416.43
25.25596239,61.36669662,7.261791753,68.64685069,blackgram,178500,82300,CUDDALORE,1004.3,593.69
32.97030511,60.18122078,7.586642101,73.44678678,blackgram,400,1200,CUDDALORE,1007.7,670.77
33.66855394,66.60416867,7.534811833,67.32520551,blackgram,1500,2300,CUDDALORE,1010.1,1399.36
32.83963757,67.99803573,7.251000789,73.40452716,blackgram,300,300,CUDDALORE,1009.1,852.58
27.45853567,62.90020977,6.513620918,69.46020927,blackgram,200,200,CUDDALORE,1010.6,2626.14
25.68576704,69.84354028,7.121254928,74.62068748,blackgram,4700,3000,CUDDALORE,1010,2080.67
30.0328403,64.14800537,7.574561547,71.21006868,blackgram,121600,56000,CUDDALORE,1009.4,5789.48
28.20667264,68.27085245,7.350869792,64.32887142,blackgram,53000,23000,CUDDALORE,1006.2,2240.97
28.27265858,61.18956161,7.513151076,63.29900785,blackgram,700,400,CUDDALORE,1006.5,2273.24
28.5417236,64.2020154,7.025607706,69.68862306,blackgram,27100,9100,CUDDALORE,1006,744.62
26.87187036,61.61367264,6.804253866,63.51822045,blackgram,645800,8900,CUDDALORE,1007.4,727.04
32.79766751,68.77994074,7.163043872,64.11411069,blackgram,1500,1500,CUDDALORE,1005.1,743.25
26.42333018,64.51136845,7.338929556,63.46546487,blackgram,1300,200,CUDDALORE,1003.3,681.86
29.79181107,63.38789228,6.621323612,63.02169909,blackgram,4900,200,CUDDALORE,1005.9,801.9
27.44003279,67.10464369,6.661870999,72.50669768,blackgram,95500,4600,CUDDALORE,1007.8,1291.6
34.1262979,65.14877461,7.733149554,70.40795007,blackgram,42600,22800,CUDDALORE,1009.4,1353.29
30.94908189,64.23364112,7.402891666,62.78730907,blackgram,700,900,CUDDALORE,1009.9,1607.56
28.75751783,61.02701476,6.599147298,73.37686831,blackgram,30000,29700,CUDDALORE,1010.3,1622.4
27.24766491,66.10123083,7.04174124,62.31842057,blackgram,2600,1500,CUDDALORE,1006.1,1263.12
28.63005477,66.770943,7.353876754,62.2737345,blackgram,10900,3600,CUDDALORE,1001.5,105.64
26.41768321,63.64698302,7.026795359,64.42177127,blackgram,100,300,CUDDALORE,1006.6,98.53
32.81705216,66.15665137,6.814301033,68.83924882,blackgram,125200,72400,CUDDALORE,1009.6,131.72
29.6321052,65.91359954,7.42160832,71.16331975,blackgram,200,1000,CUDDALORE,1013.7,119.56
33.49077065,62.73317204,6.847382891,65.45328463,blackgram,1700,2700,CUDDALORE,1015.9,97.79
31.86847286,66.74217464,7.191522601,74.22238583,blackgram,200,300,CUDDALORE,1017.2,822.25
30.32992227,65.62971858,7.01285529,71.64631281,blackgram,200,200,CUDDALORE,1015.6,693.58
28.546224,66.31394098,7.368318809,62.83469851,blackgram,3400,2800,CUDDALORE,1011.4,694.58
30.02629908,67.88811637,7.26154329,66.47264636,blackgram,89400,56800,CUDDALORE,1005.2,695.58
31.65531175,60.13263713,6.52669158,66.69096751,blackgram,51000,20500,CUDDALORE,1011.1,1954.55
30.33499674,63.54718862,6.872594461,74.16699119,blackgram,1200,700,CUDDALORE,1011.6,2185.46
33.36984395,65.67718163,6.874142175,64.89517488,blackgram,16500,6100,CUDDALORE,1011.1,1911.3
31.4345059,62.99303471,7.76061831,64.77651469,blackgram,675100,8400,CUDDALORE,1007.3,3683.54
27.71678273,63.29103387,6.781841984,68.56507978,blackgram,1700,1700,CUDDALORE,1019.6,2788.8
32.63918668,61.3009051,7.326980454,61.83876146,blackgram,1500,300,CUDDALORE,1019.5,2552.47
32.7477393,67.77954584,7.453975408,63.37784443,blackgram,5400,300,CUDDALORE,1016.6,2016.76
28.05153602,63.49802189,7.604110177,43.35795377,lentil,96900,4700,CUDDALORE,1019.8,2522.99
19.44084326,63.27771461,7.728832424,46.83130119,lentil,39400,22200,CUDDALORE,1016.1,2192.26
29.84823072,60.63872613,7.491217102,46.80452595,lentil,1100,1000,CUDDALORE,1011.5,2140.35
21.36383757,69.92375891,6.633864582,46.6352865,lentil,43900,30900,CUDDALORE,1012.9,1704.66
26.28663931,68.51966729,7.324863481,46.13833007,lentil,3500,1800,CUDDALORE,1016.5,1564.94
22.17499963,62.13873825,6.410441476,53.46622584,lentil,14300,3700,CUDDALORE,1019.9,1895.68
26.57597546,60.97876599,7.836719564,50.89110726,lentil,100,100,CUDDALORE,1018.6,1954.55
26.58972517,66.14007674,6.139215944,50.90994463,lentil,100,100,CUDDALORE,1016.1,2185.46
19.1345771,62.57526895,6.590571088,36.46946971,lentil,200,400,CUDDALORE,1010.8,1911.3
28.75273118,69.15640149,7.286049978,35.15426171,lentil,100,100,CUDDALORE,1010.3,3683.54
25.78746268,60.2816298,6.058306161,49.14337177,lentil,200300,86100,CUDDALORE,1004.5,2788.8
23.89271875,61.78779413,6.658605362,52.55730112,lentil,400,1100,CUDDALORE,1009.7,2552.47
28.67408774,63.18832976,7.299360767,42.96018627,lentil,100,100,CUDDALORE,1015.2,2016.76
28.42062847,61.77336343,7.815210661,49.02366803,lentil,1600,3100,CUDDALORE,1020.5,2522.99
21.35499456,62.60136323,5.925391795,41.78219834,lentil,100,100,CUDDALORE,1020,2192.26
21.12695586,63.18738532,6.403683619,38.71834464,lentil,300,300,CUDDALORE,1015.5,2140.35
24.02037872,61.62313345,7.397546271,49.78102578,lentil,3900,2400,CUDDALORE,1011.5,1704.66
25.40474421,65.8567539,7.722335992,51.92057267,lentil,132300,54500,CUDDALORE,1008.6,1564.94
29.03017561,64.49166566,7.475926645,54.9393771,lentil,60000,21800,CUDDALORE,1009,1895.68
20.21368219,68.65257685,6.887130053,50.89732989,lentil,1300,800,CUDDALORE,1003.7,2290.68
29.19585548,68.01965728,7.441976825,44.93261911,lentil,15300,5000,CUDDALORE,1009.1,1572.04
18.29783597,69.6897615,7.629910253,49.39111479,lentil,606400,8200,CUDDALORE,1012.8,3497.01
27.41434987,63.41785982,7.336117221,44.43177543,lentil,1400,1400,CUDDALORE,1011.6,2567.91
24.84063998,60.09116626,6.75020529,48.77790371,lentil,1400,200,CUDDALORE,1013.6,2371
29.94413861,67.31323084,7.52178027,40.37113729,lentil,6800,200,CUDDALORE,1019.4,1931.92
25.87990287,67.55109024,6.347379185,47.89645224,lentil,82500,4000,CUDDALORE,1022.8,3220.35
20.0467711,65.84395319,7.135251532,46.05333124,lentil,23900,13000,CUDDALORE,1019.2,417.43
22.99451999,66.70897237,7.670178119,54.49044154,lentil,1000,1100,CUDDALORE,1013.2,594.69
